ID,Country or Subregion,Serotype,Year,In / Out of Subregions,EW,Country_sp,Iso3166,Report ,Type,(C/TC) x100 (e),(SD/D) x100 (e),0,CFR (f),Confirmed,Deaths,Epidemiological Week (a),Incidence Rate (c),Lab Confirm Incidence rate,Number of Records,Population X 1000,Severe Dengue (d),Total of Dengue Cases (b)
6,Non-Latin Caribbean,  ,2015,In,53,Caribe No Latino,,01/01/2015,Preliminar,23.63707674,0.013073604,0,0.052,1808,4,-,40.1,9.48,1,19073,1,7649
6,Non-Latin Caribbean,  ,2016,In,53,Caribe No Latino,,01/01/2016,Preliminar,19.44028454,1.497566455,0,0.019,2077,2,-,55.49,10.79,1,19255,160,10684
5,Latin Caribbean,  ,2023,In,53,Caribe Latino,,01/01/2023,Preliminar,6.075854043,0.86602314,0,0.212,1775,62,-,114.15,6.94,1,25592,253,29214
6,Non-Latin Caribbean,  ,2017,In,53,Caribe No Latino,,01/01/2017,Preliminar,13.98188263,0.748326113,0,0.118,710,6,-,26.1,3.65,1,19459,38,5078
4,Southern Cone,  ,2019,In,53,Cono Sur,,01/01/2019,Preliminar,57.15465867,0.066088539,0,0.038,1293770,849,-,804.03,459.54,1,281537,1496,2263630
2,Central America Ithsmus and Mexico,  ,2019,In,53,Istmo Centroamericano y México,,01/01/2019,Preliminar,9.309408505,3.576064307,0,0.104,63975,717,-,392.4,36.53,1,175131,24575,687208
5,Latin Caribbean,  ,2014,In,53,Caribe Latino,,01/01/2014,Preliminar,17.26634985,2.410047522,0,0.351,3052,62,-,70.24,12.13,1,25165,426,17676
6,Non-Latin Caribbean,  ,2026,In,53,Caribe No Latino,,01/01/2026,Preliminar,26.95680416,0.890827263,0,0,5810,0,-,103.39,27.87,1,20847,192,21553
3,Andean Subregion,  ,2023,In,53,Subregión Andina,,01/01/2023,Preliminar,69.06208828,0.61960668,0,0.114,400480,663,-,400.78,276.78,1,144690,3593,579884
5,Latin Caribbean,  ,2019,In,53,Caribe Latino,,01/01/2019,Preliminar,28.19540866,1.409770433,0,0.226,6620,53,-,92.5,26.08,1,25384,331,23479
3,Andean Subregion,  ,2014,In,53,Subregión Andina,,01/01/2014,Preliminar,31.11913986,1.335559926,0,0.052,78639,131,-,188.84,58.77,1,133817,3375,252703
4,Southern Cone,  ,2014,In,53,Cono Sur,,01/01/2014,Preliminar,37.00566187,0.114825759,0,0.069,223660,415,-,223.52,82.72,1,270398,694,604394
5,Latin Caribbean,  ,2018,In,53,Caribe Latino,,01/01/2018,Preliminar,61.04177971,3.011394466,0,0.027,2250,1,-,14.57,8.89,1,25299,111,3686
2,Central America Ithsmus and Mexico,  ,2016,In,53,Istmo Centroamericano y México,,01/01/2016,Preliminar,9.670959099,0.485974409,0,0.022,28298,64,-,172.51,16.68,1,169622,1422,292608
1,North America,  ,2021,In,53,América del Norte,,01/01/2021,Preliminar,100,0.877192982,0,0,114,0,-,0.03,0.03,1,378615,1,114
5,Latin Caribbean,  ,2022,In,53,Caribe Latino,,01/01/2022,Preliminar,26.49733881,2.304116419,0,0.29,3933,43,-,58.14,15.41,1,25529,342,14843
6,Non-Latin Caribbean,  ,2020,In,53,Caribe No Latino,,01/01/2020,Preliminar,31.37942951,0.106334902,0,0.049,23608,37,-,375.79,117.92,1,20020,80,75234
4,Southern Cone,  ,2023,In,53,Cono Sur,,01/01/2023,Preliminar,47.70556741,0.057643997,0,0.039,1562489,1287,-,"1,142.93",545.24,1,286568,1888,3275276
3,Andean Subregion,  ,2018,In,53,Subregión Andina,,01/01/2018,Preliminar,9.778577461,0.904539835,0,0.084,7989,69,-,58.66,5.74,1,139285,739,81699
2,Central America Ithsmus and Mexico,  ,2015,In,53,Istmo Centroamericano y México,,01/01/2015,Preliminar,11.05709343,1.752842313,0,0.02,44737,81,-,241.2,26.67,1,167746,7092,404600
1,North America,  ,2018,In,53,América del Norte,,01/01/2018,Preliminar,100,1.812688822,0,0,331,0,-,0.09,0.09,1,372351,6,331
4,Southern Cone,  ,2015,In,53,Cono Sur,,01/01/2015,Preliminar,29.46024149,0.092018806,0,0.05,507445,868,-,631.58,186.06,1,272726,1585,1722474
1,North America,  ,2017,In,53,América del Norte,,01/01/2017,Preliminar,100,1.986754967,0,0,453,0,-,0.12,0.12,1,369012,9,453
2,Central America Ithsmus and Mexico,  ,2014,In,53,Istmo Centroamericano y México,,01/01/2014,Preliminar,18.75976384,3.871722561,0,0.024,55479,72,-,178.41,33.47,1,165763,11450,295734
7,The Americas,  ,2022,In,53,Las Américas,,01/01/2022,Preliminar,48.61668734,0.163248298,0,0.046,1374385,1289,-,273.2,132.82,1,1034754,4615,2826982
7,The Americas,  ,2019,In,53,Las Américas,,01/01/2019,Preliminar,44.46512485,0.886987032,0,0.057,1414533,1823,-,312.56,138.98,1,1017804,28217,3181219
7,The Americas,  ,2025,In,53,Las Américas,,01/01/2025,Preliminar,37.98414751,0.201122627,0,0.05,1706167,2247,-,425.66,161.68,1,1055257,9034,4491787
7,The Americas,  ,2020,In,53,Las Américas,,01/01/2020,Preliminar,44.06124905,0.266583989,0,0.044,1026064,1034,-,227.33,100.17,1,1024372,6208,2328722
7,The Americas,  ,2017,In,53,Las Américas,,01/01/2017,Preliminar,27.70526483,0.235839129,0,0.039,230369,328,-,83.1,23.02,1,1000621,1961,831499
7,The Americas,  ,2014,In,53,Las Américas,,01/01/2014,Preliminar,30.98133986,1.350805156,0,0.058,366394,683,-,121.57,37.66,1,972803,15975,1182628
7,The Americas,  ,2026,In,53,Las Américas,,01/01/2026,Preliminar,24.34221999,0.175896004,0,0.02,226129,187,-,87.5,21.3,1,1061606,1634,928958
7,The Americas,  ,2023,In,53,Las Américas,,01/01/2023,Preliminar,45.31913118,0.2000754,0,0.054,2074834,2470,-,439.5,199.18,1,1041704,9160,4578274
7,The Americas,  ,2015,In,53,Las Américas,,01/01/2015,Preliminar,26.79520072,0.518430911,0,0.056,646375,1355,-,245.61,65.81,1,982142,12506,2412279
7,The Americas,  ,2018,In,53,Las Américas,,01/01/2018,Preliminar,28.42253068,0.466771713,0,0.046,215374,345,-,75.07,21.34,1,1009400,3537,757758
7,The Americas,  ,2021,In,53,Las Américas,,01/01/2021,Preliminar,41.50169126,0.257471967,0,0.035,526605,438,-,123.3,51.17,1,1029117,3267,1268876
7,The Americas,  ,2024,In,53,Las Américas,,01/01/2024,Preliminar,53.56417769,0.177418893,0,0.065,6997321,8431,-,"1,245.79",667.3,1,1048607,23177,13063434
7,The Americas,  ,2016,In,53,Las Américas,,01/01/2016,Preliminar,41.61928866,0.155577141,0,0.034,1203552,980,-,291.67,121.39,1,991467,4499,2891813
